id,payment_id,transaction_type,charge_id,invoice_id,transaction_id,payment_method,payment_time,total_price,tax,subtotal_price,charge_items,tax_lines,installment_months,currency,address
1aKh79MsvXi,1aKh79MsvXi,CHARGE,1Xl6JN7TkIY-01,1Xl6JN7TkIY-2025-01,6983018447033,CREDIT_CARD,2025-01-20 05:01:45.000000,40.0500,3.0500,37.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p8zBxte-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1Xl6JN7TkIY-01-1Zp01eMT1U7""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37},{""title"":""Harris Co Esd 16 Sp"",""rate"":0.01,""price"":0.37}]",,USD,"{""firstName"" : ""NguyenAnh"", ""lastName"" : ""Hoang"", ""email"" : ""dao.nguyen+4@ntq-solution.com.vn"", ""phone"" : ""+16028672690"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""America"", ""address2"" : ""Wall street123"", ""zipcode"" : ""77062""}"
1aKh7A2phMo,1aKh7A2phMo,CHARGE,1Xl6JN7TkIY-02,1Xl6JN7TkIY-2025-01,6983018643641,CREDIT_CARD,2025-01-20 05:02:06.000000,34.6400,2.6400,32.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p8zTZ1k-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.0},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.32},{""title"":""Harris Co Esd 16 Sp"",""rate"":0.01,""price"":0.32}]",,USD,"{""firstName"" : ""NguyenAnh"", ""lastName"" : ""Hoang"", ""email"" : ""dao.nguyen+4@ntq-solution.com.vn"", ""phone"" : ""+16028672690"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""America"", ""address2"" : ""Wall street123"", ""zipcode"" : ""77062""}"
1aKh7FdlNl4,1aKh7FdlNl4,CHARGE,1Xjjjtso8E9-01,1Xjjjtso8E9-2025-01,6983019331769,CREDIT_CARD,2025-01-20 05:02:45.000000,6.5800,0.5000,6.0800,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":1.08,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":1.08,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0wg82XdP-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB6lK3YbbG-01""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.38},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.06},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06}]",,USD,"{""firstName"" : ""Tung"", ""lastName"" : ""Nguyen"", ""email"" : ""tung.nguyen16+2@ntq-solution.com.vn"", ""phone"" : ""6024213544"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""1 street"", ""address2"" : ""1 street"", ""zipcode"" : ""77021""}"
1aKh7GSE7Ua,1aKh7GSE7Ua,CHARGE,1Xjjjtso8E9-02,1Xjjjtso8E9-2025-01,6983019364537,CREDIT_CARD,2025-01-20 05:02:49.000000,44.3800,3.3800,41.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":36.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":36.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0wg82XdR-02""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1Xjjjtso8E9-02-1Zp01ePac5X""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.56},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.41},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.41}]",,USD,"{""firstName"" : ""Tung"", ""lastName"" : ""Nguyen"", ""email"" : ""tung.nguyen16+2@ntq-solution.com.vn"", ""phone"" : ""6024213544"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""1 street"", ""address2"" : ""1 street"", ""zipcode"" : ""77021""}"
1aKh7PMJvVv,1aKh7PMJvVv,CHARGE,1XgCEnGEfL5-01,1XgCEnGEfL5-2025-01,6983020675257,CREDIT_CARD,2025-01-20 05:04:02.000000,6.4500,0.4900,5.9600,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":0.96,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":0.96,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xE2Fmot-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XgCEnGEfL5-01-1ZBAAOuUfcI""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06},{""title"":""Harris Co Emergency Services District 29 Sp"",""rate"":0.01,""price"":0.06}]",,USD,"{""firstName"" : ""N***g"", ""lastName"" : ""V*"", ""email"" : ""nhungvu591998@gmail.com"", ""phone"" : ""6022453612"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""test address 1221"", ""address2"" : ""test address 1221"", ""zipcode"" : ""77069""}"
1aKh7Q1TlNZ,1aKh7Q1TlNZ,CHARGE,1XgCEnGEfL5-02,1XgCEnGEfL5-2025-01,6983020773561,CREDIT_CARD,2025-01-20 05:04:06.000000,40.0500,3.0500,37.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xE2Fmov-02""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XgCEnGEfL5-02-1Zp01ePJ0wB""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37},{""title"":""Harris Co Emergency Services District 29 Sp"",""rate"":0.01,""price"":0.37}]",,USD,"{""firstName"" : ""N***g"", ""lastName"" : ""V*"", ""email"" : ""nhungvu591998@gmail.com"", ""phone"" : ""6022453612"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""test address 1221"", ""address2"" : ""test address 1221"", ""zipcode"" : ""77069""}"
1aKh7kzWb9Q,1aKh7kzWb9Q,CHARGE,0105431900013-0201-30000A-01,0105431900013-0201-30000A-2025-01,6983022543033,CREDIT_CARD,2025-01-20 05:07:04.000000,20.3000,3.3000,17.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":12.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":12.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qdPtbZe-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431900013-0201-30000A-01-1Zp01eS90La""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Thu"", ""lastName"" : ""Thuy"", ""email"" : ""thuy.nguyen7@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7nBUSSo,1aKh7nBUSSo,CHARGE,0105431900012-0101-30000A-02,0105431900012-0101-30000A-2025-01,6983022706873,CREDIT_CARD,2025-01-20 05:07:16.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qFEIl6a-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Hanh"", ""lastName"" : ""Nguyen"", ""email"" : ""hanh.nguyen17+2@ntq-solution.com.vn"", ""phone"" : ""+16029876543"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 Raleigh St"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77021""}"
1aKh7sw0dqv,1aKh7sw0dqv,CHARGE,0105431700079-0201-30000A-02,0105431700079-0201-30000A-2025-01,6983023263929,CREDIT_CARD,2025-01-20 05:07:49.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5ofyPukL-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Thu"", ""lastName"" : ""Thuy"", ""email"" : ""thuy.nguyen7@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7te0T1D,1aKh7te0T1D,CHARGE,0105431700011-0201-30000A-01,0105431700011-0201-30000A-2025-01,6983023329465,CREDIT_CARD,2025-01-20 05:07:52.000000,20.3000,3.3000,17.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":12.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":12.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5oO6XWht-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431700011-0201-30000A-01-1Zp01ePJ0wK""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Ho"", ""lastName"" : ""ho"", ""email"" : ""dao.nguyen+1@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st."", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7v6YVWB,1aKh7v6YVWB,CHARGE,0105431700011-0101-30000A-01,0105431700011-0101-30000A-2025-01,6983023395001,CREDIT_CARD,2025-01-20 05:08:00.000000,20.3000,3.3000,17.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":12.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":12.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5px761sM-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431700011-0101-30000A-01-1Zp01ePJ0wH""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Ho"", ""lastName"" : ""ho"", ""email"" : ""dao.nguyen+1@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st."", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7voYKgT,1aKh7voYKgT,CHARGE,0105431700011-0101-30000A-02,0105431700011-0101-30000A-2025-01,6983023526073,CREDIT_CARD,2025-01-20 05:08:04.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5px761sO-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Ho"", ""lastName"" : ""ho"", ""email"" : ""dao.nguyen+1@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st."", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7HB8bTM,1aKh7HB8bTM,CHARGE,1XIqAJaLeHz-01,1XIqAJaLeHz-2025-01,6983019561145,CREDIT_CARD,2025-01-20 05:02:58.000000,6.4500,0.4900,5.9600,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":0.96,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":0.96,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0vdnuNdA-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5vP1vURU-01""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.37},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.06},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06}]",,USD,"{""firstName"" : ""thuy"", ""lastName"" : ""le"", ""email"" : ""thuy.le2@ntq-solution.com.vn"", ""phone"" : ""+12125551234"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""hn"", ""address2"" : ""hn"", ""zipcode"" : ""77021""}"
1aKh7QwJOoy,1aKh7QwJOoy,CHARGE,1XgCEnGEfL5-03,1XgCEnGEfL5-2025-01,6983020806329,CREDIT_CARD,2025-01-20 05:04:10.000000,34.6400,2.6400,32.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xE2Fmox-03""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.0},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.32},{""title"":""Harris Co Emergency Services District 29 Sp"",""rate"":0.01,""price"":0.32}]",,USD,"{""firstName"" : ""N***g"", ""lastName"" : ""V*"", ""email"" : ""nhungvu591998@gmail.com"", ""phone"" : ""6022453612"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""test address 1221"", ""address2"" : ""test address 1221"", ""zipcode"" : ""77069""}"
1aKh7lh15TQ,1aKh7lh15TQ,CHARGE,0105431900013-0201-30000A-02,0105431900013-0201-30000A-2025-01,6983022641337,CREDIT_CARD,2025-01-20 05:07:08.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qdPtbZg-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Thu"", ""lastName"" : ""Thuy"", ""email"" : ""thuy.nguyen7@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7mQiVQ6,1aKh7mQiVQ6,CHARGE,0105431900012-0101-30000A-01,0105431900012-0101-30000A-2025-01,6983022674105,CREDIT_CARD,2025-01-20 05:07:11.000000,29.5000,3.3000,26.2000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":21.2,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":21.2,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qFEIl6Y-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431900012-0101-30000A-01-1Zp01eNJotz""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Hanh"", ""lastName"" : ""Nguyen"", ""email"" : ""hanh.nguyen17+2@ntq-solution.com.vn"", ""phone"" : ""+16029876543"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 Raleigh St"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77021""}"
1aKh820fT86,1aKh820fT86,CHARGE,0105430300029-0101-30000A-03,0105430300029-0101-30000A-2025-01,6983024148665,CREDIT_CARD,2025-01-20 05:08:41.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0wbA3lkD-03""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4},{""title"":""Harris Co Emergency Services District 29 Sp"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Tung"", ""lastName"" : ""Nguyen"", ""email"" : ""tungnt@2-b.io"", ""phone"" : ""9722614900"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""a1"", ""address2"" : ""a2"", ""zipcode"" : ""77069""}"
1aKh7nvow5l,1aKh7nvow5l,CHARGE,0105431800003-0301-30000A-01,0105431800003-0301-30000A-2025-01,6983022772409,CREDIT_CARD,2025-01-20 05:07:20.000000,30.1000,2.3000,27.8000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":22.8,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":22.8,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p3TQvWP-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431800003-0301-30000A-01-1Zp01eQ9oNh""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.74},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.28},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.28}]",,USD,"{""firstName"" : ""Thu"", ""lastName"" : ""Thuy"", ""email"" : ""thuy.nguyen7@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7ocxxrr,1aKh7ocxxrr,CHARGE,0105431800003-0301-30000A-02,0105431800003-0301-30000A-2025-01,6983022805177,CREDIT_CARD,2025-01-20 05:07:24.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p3TQvWR-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Thu"", ""lastName"" : ""Thuy"", ""email"" : ""thuy.nguyen7@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7pK6zdx,1aKh7pK6zdx,CHARGE,0105431800003-0201-30000A-01,0105431800003-0201-30000A-2025-01,6983022936249,CREDIT_CARD,2025-01-20 05:07:28.000000,30.1000,2.3000,27.8000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":22.8,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":22.8,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p0LYuLY-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431800003-0201-30000A-01-1Zp01eRrPCO""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.74},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.28},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.28}]",,USD,"{""firstName"" : ""Thu"", ""lastName"" : ""Thuy"", ""email"" : ""thuy.nguyen7@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7q0PE1r,1aKh7q0PE1r,CHARGE,0105431800003-0201-30000A-02,0105431800003-0201-30000A-2025-01,6983023001785,CREDIT_CARD,2025-01-20 05:07:32.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p0LYuLa-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""Thu"", ""lastName"" : ""Thuy"", ""email"" : ""thuy.nguyen7@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
1aKh7qhpqw7,1aKh7qhpqw7,CHARGE,0105431800003-0101-30000A-01,0105431800003-0101-30000A-2025-01,6983023067321,CREDIT_CARD,2025-01-20 05:07:37.000000,30.1000,2.3000,27.8000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":22.8,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":22.8,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5oZWkhid-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431800003-0101-30000A-01-1Zp01ePJ0wS""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.74},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.28},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.28}]",,USD,"{""firstName"" : ""Thu"", ""lastName"" : ""Thuy"", ""email"" : ""thuy.nguyen7@ntq-solution.com.vn"", ""phone"" : ""+84362677240"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77069""}"
